id,video_name,title,role,scene,age,gender,accent,mood,speed,sample_text
326,326_游戏实况主播——兴奋男声,游戏实况主播——兴奋男声,游戏实况主播,游戏直播、游戏视频,18–28岁,男,普通话，网络用语多，有梗,兴奋、投入、互动感强,快，音量中高，紧张时更高,兄弟们！今天挑战无伤通关！先存个档——好。这个Boss你们还记得吗？就是上次虐了我三十七次的那个。三十七次啊！我做梦都是它的攻击模式。但今天不同了，我研究了它所有的招式，找到了一个完美的输出窗口。看到了吗？翻滚、轻攻击、翻滚、重攻击——漂亮！血量掉了一半！来了来了它放大招了——闪！完美闪避！好！最后一刀——结束了！无伤！无伤通关！弹幕刷起来！谢谢火箭！谢谢飞机！今天真的是起飞了兄弟们！
327,327_开箱视频博主——期待男声,开箱视频博主——期待男声,数码/生活好物开箱博主,开箱视频,22–30岁,男,普通话，有期待感和兴奋感,期待、兴奋、有分享欲,中速偏快，音量中等，拆包装时更兴奋,"好了它到了！等了整整两周的快递终于到了！今天开箱的是一款国产机械键盘——先看包装——嗯，质感不错，磁吸翻盖设计。打开——哇，这个配色也太好看了吧。白色键帽加铝合金底座，沉甸甸的手感。来，拔一个键帽看看轴体——Gasket结构，POM轴心，按一下——这个声音！听到了吗？""嗒嗒嗒""，不是那种廉价的脆响，是闷闷的、很厚实的声音。打字体验我试了一下——顺滑度可以说是这个价位天花板了。价格呢？两百不到。国产品牌现在真的越来越能打了。"
328,328_ASMR角色扮演——亲密女声,ASMR角色扮演——亲密女声,ASMR角色扮演者,ASMR助眠、角色扮演音频,20–28岁,女,普通话，极轻耳语，有角色感,亲密、温柔、有沉浸感,极慢，音量极低，近耳感强,嘘——你今天累了吧？来，躺好。我帮你把灯关掉。（模拟关灯声）好了，现在这里只有你和我。你不用说话，只需要听。——我帮你揉揉太阳穴。（模拟轻柔的按压声）这里是不是很紧？你最近是不是想太多事情了？……没关系的。那些事情明天还在，但现在不是明天。现在是属于你自己的时间。深呼吸……再深一点……很好。你做得很好。慢慢放松下来。我会一直在这里。等你睡着了我再走。
329,329_焦虑独白——碎碎念女声,焦虑独白——碎碎念女声,焦虑症患者,心理健康科普、心理健康纪录片,25–35岁,女,普通话，语速不稳定，思维跳跃,焦虑、不安、内心嘈杂,时快时慢，音量不稳定，越想越快,我又睡不着了。明天的PPT还没做完，老板上次说的那个方案我也还没改，还有房租月底到期，信用卡账单……不行不行，不能再想了。深呼吸——吸——呼——但是万一明天PPT讲砸了怎么办？老板会不会觉得我不行？同事会不会背后笑我？——停。别想了。数羊吧。一只羊、两只羊、三只……但是那封邮件我回了吗？好像没有。如果没有回复，对方会不会觉得我不专业？——天哪，我又开始想了。我的脑子就像一台关不掉的机器，永远在运转，永远在担心那些也许永远不会发生的事情。
330,330_走出抑郁——重生女声,走出抑郁——重生女声,正在康复的人,心理健康纪录片、励志内容,25–35岁,女,普通话，从低沉逐渐明亮,"从灰暗到温暖，有""重新活过来""的感觉",开头慢速偏低，逐渐变明亮变稳定,"最严重的时候，我连窗帘都不想拉开。不是因为累，是因为觉得光也跟我没关系了。每天起床就是最大的胜利。但我还是起来了。一天又一天。不知道从哪一天开始，窗外的鸟叫声让我觉得不那么刺耳了。不知道从哪一天开始，我居然笑了——虽然只是嘴角动了一下。那一下，比任何奖章都重要。现在的我还不是""好了""，但我在路上了。我想告诉每一个正在黑暗里的人——你不需要看到整条路，你只需要看到下一步。一步就够了。"
331,331_怀旧感慨——叹息男声,怀旧感慨——叹息男声,回到故乡的中年人,怀旧短片、乡愁题材,35–50岁,男,普通话，带有淡淡的叹息,怀旧、感慨、物是人非,慢速，音量偏低，回忆时更轻,"回到老家，发现小学被拆了。操场上长满了草，教室变成了仓库。我在废墟里找到了我们班的那棵梧桐树——它还在，比记忆里高了两倍。我站在树下面，好像还能听见下课铃的声音。一转眼，二十多年了。那些在操场上追跑打闹的人，现在散落在天南海北。有的人联系得上，有的人已经找不到了。我在那棵树下站了很久。风一吹，一片叶子落在我肩膀上。就好像有人在说——""你回来了。"""
332,332_产前焦虑——紧张女声,产前焦虑——紧张女声,即将生产的准妈妈,母婴纪录片、孕期内容,25–35岁,女,普通话，有紧张和期待交织的感觉,紧张、期待、不安中带甜蜜,中速，音量适中，焦虑时语速变快,还有两周就要生了。说实话我现在又期待又害怕。待产包已经检查了五遍了——奶瓶、尿布、小衣服、包被……每样东西都摆在那里，但总觉得少了什么。昨天半夜醒了三次，每次都摸一下肚子——宝宝还在动，我就放心了。我最怕的是什么？不是疼，是我能不能当好一个妈妈。我自己都还是个孩子呢。可每次宝宝踢我的时候，我又觉得——没关系，我可以学。谁不是第一次当妈妈呢？
333,333_空巢独白——空旷女声,空巢独白——空旷女声,孩子离家后的母亲,家庭题材短片、空巢老人内容,50–60岁,女,"普通话，有""家里变安静了""的感觉",寂寞、想念、但也有释然,慢速，音量偏低，空间感空旷,"儿子上大学走了以后，家里安静得我不习惯。以前他放假在家，天天打游戏打到半夜，我嫌吵。现在半夜醒来，隔壁房间一点声音都没有，我反而睡不着了。冰箱里还剩着他爱吃的酸奶——他走了半个月了，我一直没舍得喝。你说我这是怎么了？他在的时候天天念叨""快走快走""，走了又天天想。昨天视频的时候他说""妈我挺好的""，挂了电话我就哭了。不是因为担心，是因为——他真的长大了，不再需要我了。"
334,334_中年危机——疲惫男声,中年危机——疲惫男声,中年上班族,现实主义题材、生活感悟内容,35–45岁,男,"普通话，疲惫，有""上有老下有小""的沉重",疲惫、无奈、但还在扛着,中速偏慢，音量中等偏低，像在车里独白,每天下班以后，我会在车里坐十分钟再上楼。不是有什么事，就是需要那十分钟——什么都不想，什么都不做。上面是家，是老婆孩子、柴米油盐、学校开家长会的通知。下面是公司，是KPI、是领导的脸色、是年轻人在后面追着跑的焦虑。只有这十分钟的车里，我是我自己。有时候我会想，二十年前那个梦想当画家的少年，现在在哪呢？大概……就坐在这辆车里，发着呆，准备上楼继续做一个好爸爸、好丈夫、好员工。
335,335_深夜加班——疲惫女声,深夜加班——疲惫女声,深夜加班的职场女性,都市题材、加班纪实,25–35岁,女,普通话，有疲惫但还在坚持的感觉,疲惫、无奈、倔强,慢速，音量偏低，像在空荡荡的办公室自言自语,"凌晨一点半。办公室就剩我一个人了。屏幕的蓝光照在脸上，眼睛已经酸到不行了。这个方案已经改了第七版了。第七版。领导说""方向不对，重来""的时候，我差点把键盘摔了。但我没有。我只是说""好的，我再改""。因为房租要交，信用卡要还，妈妈打电话来的时候我还得说""我挺好的""。手机弹出来一条外卖信息：""您的订单已送达。""——我三个小时前点的。已经凉了。将就吃吧。总比不吃强。"
336,336_初到异乡——孤独女声,初到异乡——孤独女声,刚到大城市/异国的年轻女性,都市漂泊题材、留学生内容,20–28岁,女,普通话，有初来乍到的陌生感,孤独、新奇、不安与期待并存,中速，音量适中，想家时更轻,到北京的第三天。一个人住在十五平米的出租屋里，窗外是永远不停的车流声。今天出门坐地铁差点坐反了方向。问路的时候说了两遍对方都没听懂我的口音。超市里的东西比老家贵了一倍。买了一袋方便面回来当晚餐——泡面的时候忽然特别想吃妈妈做的红烧肉。坐在床边吃面的时候，窗外万家灯火，每一扇窗里都有人在过自己的生活。不知道哪一扇灯，以后会变成我的。我选择来这里，是因为不甘心。不甘心就这样待在小城市里，过一眼能望到头的日子。
337,337_宠物离世——碎裂女声,宠物离世——碎裂女声,失去宠物的主人,宠物纪念短片、情感内容,25–35岁,女,普通话，声音有裂痕感,心碎、想念、不舍,慢速，音量偏轻，停顿多,"今天是它走的第七天。我还是会在倒狗粮的时候多倒一份。门口的鞋子上还有它的毛——我没有摘掉。那天医生说""它很安详""的时候，我握着它的爪子，感觉它最后动了一下。也许只是肌肉反应。但我愿意相信，那是它在说再见。十三年。从我大学毕业到现在，它陪我搬了四次家、失了两次恋、换了三次工作。它不会说话，但它什么都知道。晚上关灯的时候，我还是会习惯性地说一声""晚安""。虽然那个角落已经空了。"
338,338_久别重逢——哽咽男声,久别重逢——哽咽男声,多年未见的老友/亲人,重逢题材短片、亲情内容,30–50岁,男,普通话，声音有哽咽感,激动、哽咽、说不出话,慢速，音量中等偏低，说到关键处哽咽,"二十年了。上次见面的时候我们才十八，骑着自行车在县城里乱逛。今天在机场看到你的时候——你头发白了好多。（停顿）你看着我笑了，说""你也老了""。我本来准备了很多话要跟你说，但见面那一刻，什么都说不出来了。就只是站在那里，互相看了半天。然后你拍了拍我的肩膀，说了一句""走，喝酒去""。就好像昨天刚见过面一样。但我们都清楚——这二十年，我们都经历了很多。有些经历，只能跟面前这个人说。"
